Komentar,Skor
Kenapa ga bisa melakukan pembayaran pake LINK AJA lagi. Sangat terganggu sekali setelah di update jadi rusak gini TOKOPEDIA. apa sudah tidak menyediakan lagi pembayaran melalui LINK AJA. solusinya gimana nih.. mohon penjelasannya,1
"Ni kenapa dah aplikasi nya mau belanja malah gk bisa katanya apk lagi berbenah tapi gk siap"" cemana mau belanja",0
Trasaksi pelatihan kerja prakerja yang saya lakukan hilang dari daftar transaksi di akun tokopedia saya sehingga saya tidak dapat memberikan ulasan. Bagai mana ini bisa terjadi? Saya sudah mencoba membuat complan di pusat bantuan toped care tapi tidak bisa krena perlu memasukan transaksi yg dicomplain sedangkan transaksinya hilang.???????,0
Tolong di perbaiki dong.kendalanya masih suka eror.padahal sih jaringan yang saya pake lumayan stabil.tapi masih suka eror,0
Bagus sering dapat gratis ongkir nggak tipu2 tapi cashbacknya saya tak pernah dapat padahal adik ku sering dapat tapi selebihnya benar2 bagus pertama download langsung suka,1
"Pelayanan Tokopedia sangat bagus, cuma untuk pelayanan kurir yang kurang baik",1
"Saat ini tokopedia buat diskon Rp. 30,000 akan tetapi tidak bisa di pakai, saya pakai malah pembayaran refund, kalau buat promo jangan hoax dong ,sama aja memberikan harapan. Katanya pelanggaran, pelanggaran dimana.. Saya dilarang beli gimana mau pakai promonya. Yang penting tolong jangan buat promo hoax.. Terima kasih",0
Kebanyakan update tidak perlu. Update perubahannya gak terlalu signifikan.,0
"Aku download karna BLACKPINK jadi bintang tamu tokopedia, aku senang karena mereka bisa ada di sini. Boleh kah aku titip salam sama mereka. Terima kasih karena sudah menjadi indolaku, tanggal 13 Nov kemaren aku ulang tahun Ke 17 . Dan aku merasa senang karena Blackpink mengeluarkan Lightstik di hari ulangtahun ku. Ku harap mereka bisa membaca ini dan menyampaikan rasa senang ku untuk mereka. Aku akan senang jika developer bisa menyampaikan ini. Jika aku punya uang sendiri aku akan membeli",1
"kalau bisa...tokopedia menyediakan sperpat elekyronik..saya cek belum ada,seperti mudol mp3 bluetoth dll.",0
"Aplikasi ini bagus, diskon ongkir selalu ada ada cashback juga buat ovo, work it bet",1
Kenapa keranjang saya bermasalah? Muncul tulisan ada gangguan di rumah toped.,0
Males belanja di sini nipu doang.. katanya cashback udah gue taro kupon cashbaknya tapi pas begitu di selesaikan malah Ga dapet cashback,0
Tokopedia selalu OK.. tampilan halaman depan bagus tdk ribet.. jelas.. mantaap .. recimended 👍👍,1
"Bagaimana cara mmberi ulasan, jika topup pembelian pelatihan belix di skill academy??? Jadix tidak ada transaksi topup dan tagihan untuk d ulas?? Apa karwna aplikasix diperbarui jadix transaksi pembelian pelatihan hilang??",1
"Kalo orang ngasih rating jelek, trus minta tanggung jawab atau minta perbaiki dsb, langsung dong kerjain!! Jangan nyuruh hubungi ini lah, hubungi itulah, di puter lagi diputer lg, org ngasih kritik atau ketidakpuasan tuh harus cepet di tanganin, bukan nyuruh hubungi ini lah, itulah.. !!! tokopedia gambarnya selalu tidak tampil atau pending lama sekali, saya bingung, internet saya pasang yg 117gb sebulan, HP saya redmi note 9, apalalagi yg salah dari saya...",0
"Hapus ekspedisi antar aja, pengiriman kaya babi lama banget. Nyesel gue belanja di tokped udah seminggu belum sampe sampe, kesusul sama belanjaan saya yg di shopee.",0
"Udah jualan setahunan lebih dan udah bnyk yg dijual. tiba2 power merchant di tarik. Otomatis free ongkir ilang. Penjualan menurun. Ga niat bgt ngasih promo. Kalau jualan di shoppe lebih simple kalau mau jualan. Ga harus ada embel2 star seller ato power merchant, yg penting upload KtP, udah lgsg tokonya dpt gratis ongkir. Dan ga bakalan kita didepak dari program.. beuuuh.. kalau sebagai pembeli promo cashbacknya pun skrg gak niat bgt.. kecewa",0
Setelah melakukan pembayaran..baru di batalkan sma tokopedia.. alsannya melanggar peraturan..kn lucu.. harusnya ada warning di awal kalo kita ga bisa pake promonya.. di perbaiki lagi sistem nya cezz,0
Barang yg habis stok tolong jangan pajang lagi😠mohon dipahami dan dimengerti.jangan asal majang klo sekiranya habis stok.lagipun g usa bilng promo klo g ada promo.juga g usa bilang gratis ongkir kalo masi minta tambahan.uang cari yg berkah.jangan asal daat uang bos.klo sekiranya masi mersa ruki g usa dagang tidur aja boskadon.,0
"Apk mantap, belanja online tanpa ada kendala. sukses terus buat perusahaannya",1
Alhamdulillah membantu sampingan mata pencaharian saya. Terimakasih Tokopedia,1
"Menurut saya Tokopedia adalah E-commerce paling baik di Indonesia sejauh ini, klaim vouchernya gak ribet, belanjanya gampang banget, produknya lengkap dan banyak yg original. Cuma sering kecewanya udah nemu barang pilihan eh tokonya udah gak aktif 3bulan",1
"emang toped ini mantap dan mempermudah pencarian barang yang susah dicari,jaya selalu",1
"Ribet amet sih ini aplikasi,mau belanja aja gagal memuat mulu,pake masukin alamat baru terus!!! Padahal kmaren bisa2 aja!!! Kalah ama shoope dah yg ringan aplikasinya!!!",0
Ya allh . Udah berkali kali kecewa sama expedisi anteraja. Klo bisa tolong di beri peringatan tuh si expedisi anteraja. Paket saya sudah berminggu2 gak sampe. Sedangkan klo expedisi lain tuh rata2 cuma dua hari. Udah sampe rumah. Tolong tokopedia kasih tindakan tegas pada partnernya. Klo bisa jangan di pakai lagi expedisi anteraja tuh. Terimakasih,0
good makin byk cashbak dan lain ny dr toked buat sy.tq.....makin seneng deh belanja di Tokopedia.sukses trussssssssssssss dan makin oke,1
"Apk tokped lg knp? Ga bsa masuk, lg ga gangguan kah?",0
"Aplikasinya bagus sangat membantu dalam kondisi pandemi spt skrg ini, maju teruusss",1
"Mohon maaf sebelumnya, sekedar masukan pengalaman pribadi saya belanja di Tokopedia.Pelayanan kurang baik, deskripsi dengan real nya tidak sesuai.toko kooperatif tapi pengiriman nya melenceng jauh,tanya ke Tokopedia care ngga jelas dan ngga ada pelayanan.konsumen kesel juga cuma disuruh pasrah nunggu.intinya bikin kapok dan ngga berminat lagi belanja melalui aplikasi ini,cek kom dong min ke apk lain biar nggak bikin pengguna aplikasi nya kabur",0
Ada gangguan di rumah toped?.....pa maksudnya udah 3hari gitu terus.,0
Sangat memuaskan Tapi aku gak pernah menang apa2 biar jadi pelanggan setia tokopedia haha,1
"Gk tau kenapa di toko ny ada logo cod di barang yg di pilih y ada logo cod tpi pas mau traksaksi pilih pengiriman gk bisa payah bngt kan dah capek"" seharian pilih ini itu pas mau bayar di tempat gk bisa 😒😣😝😝",0
"Aplikasinya sangat bagus, Tokopedia banyak perkembanganya, walaupun sempat ke hack akun yang di Tokopedia, namun Tokopedia menurut saya mulai bangkit dari keterpurukan dan tolong ditingkatkan terus dan berkembang. Kalau biasa dibuat promo yang lebih menarik lagi supaya dapat menarik lebih banyak orang. Terima kasih.",1
Saya udh 5 kli update masi aja gk bisa di pake/ belanja😒 dasar apk gk ada akhlak 😏kecewa berat gw nge download ni apk 😌,0
Karnaval pengguna baru giliran cekout dananya dikembaliin. Lihat dong saya blm ada story' belanja,0
alhamdulillah....disaat kehabisan pulsa ovo pointku bisa di gunakan .....terimakasih....,1
"Ini kenapa sih gak bisa buka flash sale , gak bisa buka promo , mau komplain kmana tokopedia care juga gak bisa dibuka , sy kirim email dr android ditolak",1
"Kiriman ga dikirim2 Ama penjual udah 4 hari saya nunggu, giliran minta dibatalin aje susah banget sih admin JAKA! Cust. Tokopedia juga kaga mau batalin ngeselin banget kalo ada bintang nol saya kasih dah",0
"Hy Tokopedia, saya ingin memberikan saran khususnya aplikasi khusus seller. Akhir-akhir ini banyak pembeli yang bermain-main ingin merusak reputasi toko, maka dari itu tolong tambahkan opsi fiture blok pembeli di aplikasi khusus penjual. Pembeli sebelumnya sudah dijelaskan mengenai kualitas produk, bahan.dll hingga akhirnya mengorder, tetapi setelah produk dikirim dan diterima pembeli mengajukan komplain pembatalan dengan alasan yg kurang masuk akal. Thanks",0
Mantap. Lebih banyak promo lagi dan voucher lebih bagus.,1
"Semangat pagi..semoga Tokopedia makin jaya..saya sudah mengikuti kelas prakerja di tokopedia, sertifikat juga sudah di dapat tapi kenapa masih dalam proses terus ya sudah 2 bulan berjalan..kira kira ada apa ya. Prakerja saya jadi blom cair..thanks.",1
Banyak cashback nya.. Free ongkirnya gak ribet kayak yg di sebelah.. Suka tokped yg sekarang,1
"Saya kecewa beli pelatihan prakerja di toko pedia, sudah mau 2 Minggu tidak keluar sertifikat nya, tidak tepat janji dan tidak bertanggung jawab, sampe sekarang tidak ada kejelasan, padahal saya sudah ikut pelatihan,menyelesaikan 100%, memberi ulasan, sampai saat ini tidak ada kejelasan, jujur saya menyesal beli di sini,,",0
"Prtm kali beli disini... Prss awal seneng2 aja, karna katanya dapet promo, voucher, gratis ongkir dll. Saya pergi tuh ke indomaret buat bayar, dan katanya disitu tertulis pembayarannya berhasil. Tapi pas malem... Tiba2 ada notif, katanya pesanan saya dibatalkan. 🙄 Saya bingung dong, mksdnya gmn coba? Disitu tertulis katanya ada manipulasi apa gitu, saya lupa tulisn lebih jelasnya. Yg jls skrng, intinya saya di PHP sama klian smua, saya kapok, saya kecewa. Yg amanah dong klo bisnis, biar berkah",0
"Tokopedia sangat membantu ,apalagi dalam memberi pelatihan pada prakerja..",1
"Kenapa sering banget terputus koneksinya ? Kecewa banget sama Tokped sekarang, saat mau transaksi koneksi terputus. Bikin engga mood, tolong perbaiki lagi ya mohon. Kalau nanti masih gini, saya mending pindah ke sebelah. Tolong perhatikan, terimakasih 🙏",0
"Beli Minggu malem pake same day, tapi hari Senin belum di pick up sama sekali :/",0
Kok pesanan adik saya dibatalkan secara otomatis padahal kan dia juga pengguna baru,0
"Terimakasih tokopedia, sudah membantu dalam segala hal dalam kehidupan di masa pandemi ini. Dari pembayaran pajak motor, telfon dan listrik skrg nambah lagi ilmu dengan ikut pelatihan prakerja yang kekinian ini. Semoga kedepannya bisa lebih baik lagi, makin sukses dan bermanfaat untuk semua .",1
"Hy toplesss ,,, adakah acara tahun Baru ,, semoga ada yach ,,, OK",1
"Selama jual/beli online baru ini ketemu aplikasi aneh. Anda yg memberikan voucher,,kapan dipake gagal dibilang melanggar aturan karna akun yg sama,,2x kejadian begini. coba anda teliti yg sama hanya alamat & no tlp,, Nama & email beda,,kalau anda salahkan gimana kalau suami/istri/anak/keluarga yg tinggal serumah mau beli barang yg sama?? Dh pasti kan alamat sama hanya Hp Nama & akun email yg beda. Dan anda sendiri yg membebaskan tambahkan alamat ,jdi harusnya gx masalah kalau alamat mau sama.",0
"Tadi ada notif terus bilang katanya aku dapet iPhone,tapi gmna cara ambilnya?",0
"Tokopedia ini banyak banget perabotan rumah ada yang ori selain perabotan rumah, tokopedia ini juga setiap harinya mengasih voucher untuk kita, berbagai voucher tetapi ada juga cashback besar-besaran.Nah jadi buat kalian yang sering khawatir uang kalian tidak cukup download aja tokopedia ada diskon besar-besaran,voucher setiap harinya,cashback setiap pembelian,dan juga kalian harus buka tokopedia karena di televisi sering ada ""WIB"" yaitu:""Waktu Indonesia Belanja di tokopedia"" sekian dari aku 🙏.",1
setiap mencari barang di pencarian di suruh lewat web trus apa gunanya download aplikasi,0
Penawaran bagus harganya. Tapi untuk cicilan gak pakai kartu kredit susah.,1
"Kenapa hanya utk membuka aplikasi ini harus updet dulu,padahal udah di instal",0
"aplikasi sdh normal dan bisa dipake.. respon layanan tokopedia sangat cepat, trims",1
"Saya pelanggan baru tokopedia. Sdh 2x kasus yg sama. Waktu coba promosi gratis Rp 0 sdh melakukan pembayaran, transfer beres. Lgsg sama Tokopedia dibatalkan secara sepihak. Jadinya rugi di promosi & uang. Meski katanya di refund dlm bentuk saldo di Tokopedia jadi parno nanti sdh susah2 transfer dibatalkan lg secara sepihak. Tolong diperbaiki lagi sistemnya",0
"sejauh ini ch membantu,nant kalau ada kemajuan lagi saya tambah ya bintangnya...",1
"Menurut saya Aplikasi tokped Ok gak ada masalah sama sekali, dari segi apapun👍👍👍",1
"Awalnya saya download terus ada vocher itu potongan 15 RB + gratis ongkir , setelah saya membayar produk saat saya cek kok transaksi dibatalkan dan tidak memenuhi syarat. Saya gak tau ini harus gimana. Informasi pusat bantuan nya juga gak lengkap. Gak gampang transaksi nya.",0
tokopedia sangat membantu dalam hal belanja praktis dan juga dengan bantuan transaksi OVO,1
Aplikasi gak jelas!!!! Yg katanya belanja BEBAS ONGKIR tapi pas Sy pesan barangnya kok malah kena ongkir Giman sihh??? Aplikasi Rusak!,0
"Klo bisa setiap penjualan harus kasih tau almt yg jelas k toko pedia,jika ada penipuan bisa di pertanggung jwb kan",1
"Dasar Aplikasi Nipu ... Pakai Cashback yg 20rb , 30rb gak pernah dpt . . Mudah2an lu cepet bangkrut !! Bangke smua org kantor tokopedia .. UNINSTAL !!!!",0
Kenapa ya min Stiap mau masuk ke keranjang g bisa (ada gangguan di rumah toped),0
"Sinyal bagus ( nonton youtube lancar) tapi pas buka aplikasi tokopedia slalu saja ada tulisan ""Oops, internet terputus. Cek ulang koneksimu. Pas di klik akun muncul notifikasi ACB001.",0
"hai..? ada apa denganmu tokopedia ,,kemaren saya suka aplikasimu ,,sekarang mo beli ikan saja susah alias stop order,,apa saya harus pindah ke aplikasi laen ,,, mikir dong notifnya aja selalu ada selalu bisa ,,,jujur saya mulai g enjoy diapl ini tidak bisa penuhi kebutuhan saya . buat si cepat kalo g nerima brupa prodak cair kenapa ? apa jgn2 orderanmu dah ramai jd jual mahal pilah pilih ,,,sombong amat dah punya nama",0
tolong dong fitur tukar tambahnya di kembalikan karna bnyak orang yg membutuhkan fitur itu,1
"Hai tokopedia!!! Pengalaman kelas prakerja saya ini sangat membantu saya, yang pastinya mudah saya pahami, dapat menambah wawasan saya, dan lebih nyaman belajarnya dibandingkan harus belajar di luaran sana. Dan yang terpenting dapat saya terapkan nanti di masa yang akan datang. Saya merasa senang dengan ini.",1
Boleh jujur gak ya update sekarang makin bingung peletakan fitur nya dan icon nya bukan mya makin mudah,0
Mudah2 aplikasi ini bisa membantu saya untuk memudahkan mencari sesuatu barangnya,0
mudah aman dan nyaman nggak perlu keluar rumah barang udah nyampai di depan rumah,0
"sangat membantu, dan sangat memuaskan semoga sllu menjaga kepuasan pelanggan",1
Saya pengguna baru knp ga bisa bayar di tempat ya sedangkan Alpa Mart eror gabisa transaksi gimana ya ?,1
Belanja lebih gampang. Menu dan pilihannya jelas dan tak berbelit belit.,1
"Ini aplikasi yang sangat bermanfaat dan terpercaya, bisa belanja online dengan gratis ongkir, ditambah bisa beli kelas prakerja di sini juga, banyak diskonnya, bener bener memuaskan terimakasih Tokopedia",1
"Mantap belanja di sini,.walau kadang ada barang yg tidak sesuai pesanan,..",1
Tolong di perbaiki lgi pada saat mau masuk keranjang sering gangguan terus..,0
"Terima kasih Tokopedia, Skill Academy dan Prakerja atas pengetahuan, pelatihan dan pengalaman baru yg sy dapatkan. Materinya bagus dan mudah dimengerti. Semoga ini bisa membantu dan menambah pengetahuan sy. Sukses selalu Tokopedia, Skil Academy dan Prakerja..",1
Cuma 1 yang disayangkan dari tokopedia. Yaitu asuransi. Setiap pembelian harus ad asuransi. Padahal di aplikasi lainnya gak usah pakek asuransi. Jadinya mahal gara-gara asuransi. Ongkir gratis tapi asuransix bisa nyampek 18rb bahkan 20rb,0
SEMPURNA. LAYANAN NYA. Tolong dong untuk layanan COD NYA LEBIH BAIK LAGI LAYANAN biar bisa cod lebih cepat.,1
"Terima kasih Tokopedia telah membantu saya dalam pelatihan prakerja,,semoga bermanfaat kdepAn nya dan menjadi lebih baik lagi,,u are the best.",1
"Kenapa mencari tau Syarat dan ketentuan voucher sangat rumit. Dan kenapa fitur deteksi pelanggaran T & C tidak saat proses pemesanan. Saya sudah memesan tapi sesudah saya bayar baru terdeteksi. Dan pesanan saya dibatalkan. Kalau gitu kan merugikan konsumen, dan Tokopedia juga tidak ingin dirugikan kan.",0
"Haii, Tokopedia. Salam kenal sebelumnya. Saya sangat suka aplikasi dari tokopedia dan recomended untuk kalian yang suka berbelanja. Karna lancar luncur, pengiriman cepat. Dan banyak lagi menu pilihannya. Terutama dalam hal-hal yang dibutuhkan. Salam sukses tokopedia.",1
"3 dulu ya,, soalnya belum tau pengiriman cepat atw lambat",0
Beberapa kali udah kamu hadiah tapi pemberitaun gak ada apalagi mendapatkan /menerima ...pakah hoax atau cuma tuk mengaet pelangan,0
Bikin fitur hapus pesan donkk!! Kalo salah kirim kan ribet jugaa..,1
Saya sudah lama berjualan di Tokopedia. Tapi untuk saldo yg saya hasilkan itu untuk di cairkan ke rekening saya lama same 2 hari menunggu . Saya mohon lah untuk pencairannya minimal 1 hari saja dong. Masa ini harus nunggu 2 hari kan lama banget,0
Apa yg mau saya katakan gak ada yg dikasih ke saya katanya dapat hadiah manaaaaaa,0
"Toko tdk aktif sejak sebulan yg lalu, 3 bln yg lalu, di chat ga bls, sbaiknya di filter toko2 spt itu ! Terus terang kami pusing klo byk toko yg ditemuin ternyata ga aktif, mksdnya klo buka ya emg beneran buka, klo lg tutup ya tutup beneran lg tutup / di disabled. sangat mengganggu bagi kami dlm pencarian produk !! Ready, ready, trnyata brg ksong,, kan cape bos udh di byar balikin nunggu 12 jam br bs balikin lg ke saldo, bolak balik spt itu.",0
"Waah parah sih tokped, baca-baca ulasan was-was banget takut kejadian kayak pengguna tokped yang lain. Eeh malah kejadian juga ke saya, di update bukannya makin bagus malah makin rusuh. Tiap buka bilang ada kesalahan jaringan internet coba lagi terus, jd ga bisa cek barang yang uda dipesan. Terus juga uda mau 3 hari barang yang dipesan masih dalam proses terus. Tolong diperbaiki tokped, saya uda sering belanja disini tapi kok update terbaru malah bikin kecewa",0
"Woi pihak Tokopedia!!,,maap la yaa kalo aku ga sopan tapi tolong coba cek apps kalian mana tau ada kerusakan...aku tuh mau daftar Tokopedia,, tinggal buat pin aja,,tapi masa' buat pin aja harus berkali-kali 😤😤aku dh ngikutin cara nya sesuai dengan prosedur nya..tapi masa' kek gini sihh,,jujur aku tuh kecewa bangett😢",0
"Sangat membantu untuk berblanja dengan barang barang yg kualitasnya sangat bagus, dan selalu banyak promo yg memudahkan orang untuk berbelanja dengan haraga yg terjangkau sesuai",1
Aplikasi Jual Beli Online terpercaya dan terbaik... Silahkan di installl. T,1
Tolong benarkan Rumah tokped saya dari tadi eror mulu udh di bersihkan datanya malah gak bisa,0
"respon cepat...membantu, dan harga terjangkau.thanks tokopedia",1
"Saya kecewa dengan pihak tokopedia. Selama ini tidak pernah ada masalah. Dan baru pun 1 mnggu yg lalu saya order lewat tokopedia. Seperti biasa aman dan lancar. Tapi hari ini saya transaksi lagi lewat tokopedia. Pembayaran saya biasa lewat debit. Saldo saya sudah terpotong. Dan saya coba yg ke 2 x nya tetep terpotong juga saldonya. Tapi diketerangan tokopedia saya tidak ada melakukan transaksi.Padahal debit saya sudah terpotong 2 x.Dan tolong pihak tokopedia dicek,cari duit susah.",0
Lah. Masa status dah sampe tapi barang nggak ada. Setan. Penipuan lah. Jangan beli di sini. Masa status udh di terima tapi barang belum di terima. Saya udah ikutin semua yang customer servis nya tapi hasilnya nihil........ Dah lah. Aplikasi gak punya keamanan,0
"kenapa pesanan saya di refund? saya membayar dengan sah di alfamart dan JIKA terjadi bug mohon kirim kembali pesanan saya, tak peduki dengan uang saya di pakai apa tidak, saya jauh2 ke alfa untuk membayar ,status sebelumnya menunggu pembayaran, lah pas dibayar kok mendadak di refund??jika pengiriman tak bisa, kan bisa dirubah otomatis...kenapa kok di refund??",0
"Jangan pernah pakai asuransi tokopedia, soalnya asuransi tokopedi tidak untuk penjual dana nya, tapi untuk tokopedia,misalkan kalian belanja, terus kalian klik/pakai asuransi tokopedia setelah barang dikirim dan sampai ke alamat tujuan tanpa ada cacat,uang asuransi akan masuk ke pihak tokopedia, bukan ke saldo pihak penjual, jadi kalau terjadi cacat atau kehilangan barang makanya banyak penjual yang malas dan tidak mau mengganti barang pesanan kalian,karena uang asuransi dimakan sama tokopedia",0
Ok lah...awalnya barang laku Kok lama lama akhir2 ini blm adapun barang yg laku ya,1
Aplikasi ini sangat simple dan gampang di aplikasikannya saya sula banget dan saya udah rekomendasikm ke bebrapa teman saya,1
"Bagus dan menarik, Belajar disini membuat ingin menambah pelatihan lagi.",1
"App yg sangat tidak bisa memuaskan. Untuk pengguna baru mau ambil barang yg Rp. 0 nya dipersulit dengan cara pembayaran nya, kata nya free ongkir, kata nya bisa cod tapi ternyata ga ada. Its oke klo harus bayar ongkirnya saja tidak masalah, tapi ini cara pembayaran nya tidak bisa cod dan tidak bisa bayar di indo/alfama*t jg. Ga kaya app sebelah walau dpt gratis barang tp bayar bisa cod.",0
proses ordernya cepet. semoga pengirimannya jg cepat. terima kasihtokopedia flash sale👍☺️,1
"Terimakasih skill academy, toko pedia & kartu prakerja , disini saya pribadi mendapatkan ilmu, pengalaman baru, dan materi yang disampaikan sangat baik, jelas, dan mudah untuk dipahami, semoga dengan ilmu ini bisa bermanfaat untuk saya dan banyak orang. Sukses selalu Tokopedia",1
"Msh ada penjual yg krng tepat waktu dlm pengiriman, semoga kedepannya bs lebh baik lg",1
"Masa COD nambah biaya kirim lgi, saya biasa pake lazada, ga pernah nambah biaya COD",0
"Terimakasih tokopedia atas kerja samanya, Saya pengguna kartu prakerja telah membeli pelatihan di Tokopedia yang jadi media untuk saya mengikuti webinar via zoom oleh skill academy. Materi yang di sampaikan sangat mudah di pahami. Terimakasih juga kepada pemerintah Atas program kartu prakerjanya. Dengan kartu prakerja ini saya dapat ilmu dan modal untuk memulai usaha. Dan Semoga marketplas tokopedia makin banyak pembeli dan makin jaya☺",1
"Toped makin hari bukan nya tambah bagus sistem operasionalnya eh malah gak karuan ruwet, banyak yang komplain, sistem boot gak jelas, cs team toped gak gercep. pengembalian dana saya aja hampir 3 minggu belum selesai juga. Tiap ulasan gak perlu feedback, yang penting hasil nyata nya boss ..",0
"Puas banget,,bagus pokok nya mah nggak nyesel pake tokopedia,,,",1
"Pengalaman saya, menurut saya aplikasi ini sangat bagus dan sangat menyenangkan untuk berbelanja",1
***hamba allah allah swt allah maha besar angkatan bersenjata republik indonesia,0
"Overall penggunaan Tokopedia selama 5 tahun sangat memuaskan, terlebih terdapat enhancement rutin, sehingga UI dan Feature pun selalu menjadi lebih baik dari waktu ke waktu Namun selama ini saya cukup menanti untuk beberapa fitur yang saya harap dapat di implementasikan oleh Developers dari Tokopedia. Pertama, tolong pertimbangkan, menambahkan fitur untuk memunculkan hasil pencarian berdasarkan lokasi User dan Shop (khusus nya untuk yang akan membeli barang menggunakan Instant Courier). Kedua, tolong pertimbangkan menambahkan fitur untuk mencari 2 buah barang pada 1 Shop yang sama sehingga User tidak perlu membuka semua list barang pada Shop untuk melihat barang yang dicari ada atau tidak. Saya rasa kedua fitur itu akan memberikan manfaat lebih pada User dan membuat Tokopedia semakin sukses lagi kedepan dalam segi Features. Terima Kasih.",1
kecewa .... !! kenapa sekang belanja di tokped malah jadi ribet,0
"Hallo,tokopedia terima kasih toko pedia saya telah mengikuti dan membeli pelatihan skil academy di toko pedia materinya mudah di pahami dan di mengerti semoga insentifnya cepat cair Thank you toko pedia ini sudah pelatihan 6",1
"Skill Academy lembaga pelatihan terbaik, terpercaya dan berkualitas, pelatihannya sangat lengkap, tersedia berbagai macam pelatihan yang sangat bermanfaat. Tutornya sangat berpengalaman, baik, ramah, sopan dan bisa tanya² kalo gak paham sama materi yang di jelaskan. Terimakasih Skill Academy by Ruangguru bersama Tokopedia.",1
"Sangat membantu kebutuhan yang diharapkan, barang sesuai dg yg di tawarkan",1
"Balik barang susah, pembatalan susah apalagi menunggu respon penjual mempermain kan, tolong beri tindakan kepada penjual nakal, curang ,lebih sering barang tidak sesuai deskripsi.. "" berikan - keamanan - kenyaman - kepuasan Terima kasih.",0
semoga terjaga keamananya dan pelayanannya semakin baik..,1
"Ada dengan tokopedia..?? Apakah error, masak mau beli barang kok gak bisa...",0
"WOY KENAPA SERVER NYA DOWN? PADAHAL GUA LAGI PESEN BARANG DAN GUA MAU LACAK POSISI BARANG DIMANA, BANTU TOLONG LAH!!EMOSI KAN GUA JADINYA",0
"Mantap, terimakasih banyak skill academy, tokopedia, Prakerja telah membantu menyelesaikan pelatihan ini. Saya sangat puas atas proses pembelian pelatihannya, dan sangat mudah dipahami.berkat pelatihan ini saya bisa mendapatkan pengalaman baru, dan tidak ada kendala sama sekali... Terimakasih banyak tokopedia",1
"Tokopedia kalau lagi penting banget kaya bayar denda BPJS, beli pulsa, bayar BPJS langsung down makanya gw delete ni aplikasi",0
"Tokopedia makin lama makin buruk masih saja pelihara toko2 g jelas. Tokopedia tampilan web nya makin lama makin g jelas n ancur total (gagal desain). Begitu juga masih pelihara penjawab otomatis. Harus nya manusia bukan robot bodoh. Kasi bintang satu aja, Coz tokopedia masih pelihara toko2 sampah yg acuhkan pembeli baik chat g dibalas n pesanan batal otomatis.",0
"Lebih banyak sukanya, apalagi kalo lagi ada cashback yg jumlahnya lumayan",1
"Halo, kenapa ya menu reksa dana saya tdk dpt dibuka sebulan ini? sdh saya coba instal ulang 3x. mohon bantuannya. menu tokopedia care sgt membingungkan, sulit utk menulis pesan, jd saya minta bantuan di sini.",0
"Update gaada bedanya. Masih gak bisa hapus keranjang semua, harus manual 1 per 1.",0
"Tokopedia kenapa pesanan saya dibatalkan oleh sistem,plus karena pesanan saya dibatalkan voucher saya juga hilang",0
Knp sih among us akun suruh aku donwload ini ...╭──────╮ ╭│...╭────╮ ││...╰────╯ ││..................│ ╰│....╷ ─┌....│ ....╰─╯....╰─╯,1
"Aku belanja dishopee semua barang yang kubeli Dateng sedangkan Tokopedia aku udh ikutin semua cara dan udh bener, semua barang yang kubeli belom Dateng pdhl udh sebulan lebih tau gak, aku kan penggunaan baru seharusnya aku dapet 0Rp TAPI KNP BARANG NYA HARUS BAYAR MAHAL SEDANGKAN BARANGNY BELOM DATENG SELAMA SEBULAN TAU GAK !!!!!!!!!!!, PDHL AKU PAKE YANG EXPRESS SEHARI DAN AKU BELI ITU SBLM AKU JALAN"" DAN DI HARI JALAN"" ITU AKU HARUS BELI BARANG DITOKO TERDEKATKU!!.Mohon untuk diperbaik apl nya",0
"sangat membantu dalam urusan jual beli, terpercaya, pelayanan ok bangat👍",1
Maaf cuma bintang 1. 1. Gw ikut flash sale compass pas udah gw klik malah kluarnya (maaf layanan ini hanya untuk pengguna rokopedia baru) 2. Hari berikutnya gw ikut flash sale compass lagi. Dan apa yang keluar? Tulisannya gini (ada masalah dirumah tokopedia) anjim banget :) *Buat tokopedia. Tolong diperbaiki.,0
"Apa karena pake pengiriman free ongkir, jadi lama begini pengiriman nya?",0
"Sudah 2 x kejadi sy order barang,,sudah sy bayar baru ada informasi kalo barangnya tidak ada, yg pertama solusinya uang di kembalikan dgn cara di transfer ke rekening,, kenyataanya sampe detik ini tidak ada kompirmasi dr m banking ,, ke dua gitu juga kejadianya ,,solusinya dana di kembalikan ke ovo atau apa lah ,, ternyata di saldo ovo sy 0 ,, tolong yg jelas"" aja lah TOKOPEDIA ,,, ( TOLONG DI PERBAIKI SOLUSI TERSEBUT BOS )",0
"Terimakasih tokopedia ,, sangat membatu kami belanja produk yang kami butuhkan",1
Parah top up paket data atau pulsa sering balik. Lama2 gw males pke nih apk belanja,0
Mantap ini tokopedia versi barunya.bikin senang..kalo dulu saya sedih.sekarang happy pake aplikasi ini..sukses,1
"Alhamdulillah semua transaksi berjalan lancar, apalagi selalu bebas ongkir",1
knp ini tokopedianya kok pas aku mau beli aku klik BELI LANGSUNG tapi kok eror?,0
"Mantap sekarang mah toko pedia lancar lacak barang sudah sampai di mana""nya jaya trus sukses sll👍👍👍👍👍👍👍👍👍👍👍👍",1
